Timestamp,OS,Machine_ID,Hostname,RAM_Usage_MB,Swap_Usage_MB,CPU_Usage,Page_Faults_Delta
1747418735.6992292,Windows,BT7274_BT7274,BT7274,13658.4765625,16085.75,56.4,9795
1747418736.3102827,Windows,BT7274_BT7274,BT7274,13653.50390625,16089.94921875,55.4,9795
1747418736.903784,Windows,BT7274_BT7274,BT7274,13653.50390625,16089.94921875,55.4,9795
1747418737.494995,Windows,BT7274_BT7274,BT7274,13643.53125,16087.1015625,41.5,13409
1747418738.122068,Windows,BT7274_BT7274,BT7274,13634.8671875,16094.35546875,40.3,13409
1747418738.703648,Windows,BT7274_BT7274,BT7274,13634.8671875,16094.35546875,40.3,13409
1747418739.2624507,Windows,BT7274_BT7274,BT7274,13635.18359375,16072.2265625,42.9,14855
1747418739.896429,Windows,BT7274_BT7274,BT7274,13632.515625,16019.0234375,35.8,14855
1747418740.4806585,Windows,BT7274_BT7274,BT7274,13632.515625,16019.0234375,35.8,14855
1747418741.086261,Windows,BT7274_BT7274,BT7274,13538.59375,15962.06640625,48.4,4671
1747418741.6963897,Windows,BT7274_BT7274,BT7274,13541.30078125,15952.09765625,51.4,4671
1747418742.3071413,Windows,BT7274_BT7274,BT7274,13540.31640625,15959.2890625,30.4,15029
1747418742.8174448,Windows,BT7274_BT7274,BT7274,13540.31640625,15959.2890625,30.4,15029
1747418743.39856,Windows,BT7274_BT7274,BT7274,13537.75,15958.5703125,33.7,15029
